time_sec,frame,speed_mps,obstacle_ratio,override,brake,collision,roi_lookahead_px,min_obstacle_dist_px
7.600,17975,7.741,0.00000,0,0.000,0,254,
7.650,17976,7.662,0.00000,0,0.000,0,253,
7.700,17977,7.588,0.00000,0,0.000,0,251,
7.750,17978,7.523,0.00000,0,0.000,0,250,
7.800,17979,7.467,0.00000,0,0.000,0,249,
7.850,17980,7.421,0.00000,0,0.000,0,248,
7.900,17981,7.381,0.00000,0,0.000,0,247,
7.950,17982,7.345,0.00000,0,0.000,0,246,
8.000,17983,7.308,0.00000,0,0.000,0,246,
8.050,17984,7.268,0.00000,0,0.000,0,245,
8.100,17985,7.225,0.00000,0,0.000,0,244,
8.150,17986,7.176,0.00000,0,0.000,0,243,
8.200,17987,7.123,0.00000,0,0.000,0,242,
8.250,17988,7.067,0.00000,0,0.000,0,241,
8.300,17989,7.010,0.00000,0,0.000,0,240,
8.350,17990,6.953,0.00000,0,0.000,0,239,
8.400,17991,6.899,0.00000,0,0.000,0,237,
8.450,17992,6.848,0.00000,0,0.000,0,236,
8.500,17993,6.800,0.00000,0,0.000,0,235,
8.550,17994,6.755,0.00000,0,0.000,0,235,
8.600,17995,6.712,0.00000,0,0.000,0,234,
8.650,17996,6.670,0.00000,0,0.000,0,233,
8.700,17997,6.628,0.00000,0,0.000,0,232,
8.750,17998,6.586,0.00000,0,0.000,0,231,
8.800,17999,6.542,0.00000,0,0.000,0,230,
8.850,18000,6.496,0.00000,0,0.000,0,229,
8.900,18001,6.450,0.00000,0,0.000,0,228,
8.950,18002,6.402,0.00000,0,0.000,0,228,
9.000,18003,6.355,0.00000,0,0.000,0,227,
9.050,18004,6.308,0.00000,0,0.000,0,226,
9.100,18005,6.263,0.00000,0,0.000,0,225,
9.150,18006,6.218,0.00000,0,0.000,0,224,
9.200,18007,6.175,0.00000,0,0.000,0,223,
9.250,18008,6.134,0.00000,0,0.000,0,222,
9.300,18009,6.093,0.00000,0,0.000,0,221,
9.350,18010,6.052,0.00000,0,0.000,0,221,
9.400,18011,6.012,0.00000,0,0.000,0,220,
9.450,18012,5.971,0.00000,0,0.000,0,219,
9.500,18013,5.930,0.00000,0,0.000,0,218,
9.550,18014,5.888,0.00000,0,0.000,0,217,
9.600,18015,5.847,0.00000,0,0.000,0,216,
9.650,18016,5.805,0.00000,0,0.000,0,216,
9.700,18017,5.763,0.00000,0,0.000,0,215,
9.750,18018,5.722,0.00000,0,0.000,0,214,
9.800,18019,5.682,0.00000,0,0.000,0,213,
9.850,18020,5.642,0.00000,0,0.000,0,212,
9.900,18021,5.604,0.00000,0,0.000,0,212,
9.950,18022,5.565,0.00000,0,0.000,0,211,
10.000,18023,5.527,0.00000,0,0.000,0,210,
10.050,18024,5.490,0.00000,0,0.000,0,209,
10.100,18025,5.452,0.00000,0,0.000,0,209,
10.150,18026,5.414,0.00000,0,0.000,0,208,
10.200,18027,5.377,0.00000,0,0.000,0,207,
10.250,18028,5.339,0.00000,0,0.000,0,206,
10.300,18029,5.301,0.00000,0,0.000,0,206,
10.350,18030,5.264,0.00000,0,0.000,0,205,
10.400,18031,5.227,0.00000,0,0.000,0,204,
10.450,18032,5.190,0.00000,0,0.000,0,203,
10.500,18033,5.154,0.00000,0,0.000,0,203,
10.550,18034,5.118,0.00000,0,0.000,0,202,
10.600,18035,5.083,0.00000,0,0.000,0,201,
10.650,18036,5.048,0.00000,0,0.000,0,200,
10.700,18037,5.013,0.00000,0,0.000,0,200,
10.750,18038,5.116,0.00000,0,0.000,0,202,
10.800,18039,5.038,0.00000,0,0.000,0,200,
10.850,18040,5.079,0.00000,0,0.000,0,201,
10.900,18041,4.722,0.00000,0,0.000,0,194,
10.950,18042,4.650,0.00000,0,0.000,0,193,
11.000,18043,4.629,0.00000,0,0.000,0,192,
11.050,18044,4.516,0.00000,0,0.000,0,190,
11.100,18045,4.331,0.00000,0,0.000,0,186,
11.150,18046,4.099,0.00000,0,0.000,0,181,
11.200,18047,3.865,0.00000,0,0.000,0,177,
11.250,18048,3.634,0.00000,0,0.000,0,172,
11.300,18049,3.405,0.00000,0,0.000,0,168,
11.350,18050,3.177,0.00000,0,0.000,0,163,
11.400,18051,2.953,0.00000,0,0.000,0,159,
11.450,18052,2.731,0.00000,0,0.000,0,154,
11.500,18053,2.513,0.00000,0,0.000,0,150,
11.550,18054,2.299,0.00000,0,0.000,0,145,
11.600,18055,1.957,0.00000,0,0.000,0,139,
11.650,18056,0.625,0.00000,0,0.000,0,112,
11.700,18057,0.000,0.00000,0,0.000,0,100,
11.750,18058,0.000,0.00000,0,0.000,0,100,
11.800,18059,0.000,0.00000,0,0.000,0,100,
11.850,18060,0.000,0.00000,0,0.000,0,100,
11.900,18061,0.000,0.00000,0,0.000,0,100,
11.950,18062,0.000,0.00000,0,0.000,0,100,
12.000,18063,0.000,0.00000,0,0.000,0,100,
12.050,18064,0.000,0.00000,0,0.000,0,100,
12.100,18065,0.000,0.00000,0,0.000,0,100,
12.150,18066,0.000,0.00000,0,0.000,0,100,
12.200,18067,0.000,0.00000,0,0.000,0,100,
12.250,18068,0.000,0.00000,0,0.000,0,100,
12.300,18069,0.000,0.00000,0,0.000,0,100,
12.350,18070,0.000,0.00000,0,0.000,0,100,
12.400,18071,0.000,0.00000,0,0.000,0,100,
12.450,18072,0.000,0.00000,0,0.000,0,100,
12.500,18073,0.000,0.00000,0,0.000,0,100,
12.550,18074,0.000,0.00000,0,0.000,0,100,
12.600,18075,0.000,0.00000,0,0.000,0,100,
12.650,18076,0.000,0.00000,0,0.000,0,100,
12.700,18077,0.000,0.00000,0,0.000,0,100,
12.750,18078,0.000,0.00000,0,0.000,0,100,
12.800,18079,0.000,0.00000,0,0.000,0,100,
12.850,18080,0.000,0.00000,0,0.000,0,100,
12.900,18081,0.000,0.00000,0,0.000,0,100,
12.950,18082,0.000,0.00000,0,0.000,0,100,
13.000,18083,0.000,0.00000,0,0.000,0,100,
13.050,18084,0.000,0.00000,0,0.000,0,100,
13.100,18085,0.000,0.00000,0,0.000,0,100,
13.150,18086,0.000,0.00000,0,0.000,0,100,
13.200,18087,0.000,0.00000,0,0.000,0,100,
13.250,18088,0.000,0.00000,0,0.000,0,100,
13.300,18089,0.000,0.00000,0,0.000,0,100,
13.350,18090,0.000,0.00000,0,0.000,0,100,
13.400,18091,0.000,0.00000,0,0.000,0,100,
13.450,18092,0.000,0.00000,0,0.000,0,100,
13.500,18093,0.000,0.00000,0,0.000,0,100,
13.550,18094,0.000,0.00000,0,0.000,0,100,
13.600,18095,0.000,0.00000,0,0.000,0,100,
13.650,18096,0.000,0.00000,0,0.000,0,100,
13.700,18097,0.000,0.00000,0,0.000,0,100,
13.750,18098,0.000,0.00000,0,0.000,0,100,
13.800,18099,0.000,0.00000,0,0.000,0,100,
13.850,18100,0.000,0.00000,0,0.000,0,100,
13.900,18101,0.000,0.00000,0,0.000,0,100,
13.950,18102,0.000,0.00000,0,0.000,0,100,
14.000,18103,0.000,0.00000,0,0.000,0,100,
14.050,18104,0.000,0.00000,0,0.000,0,100,
14.100,18105,0.000,0.00000,0,0.000,0,100,
14.150,18106,0.000,0.00000,0,0.000,0,100,
14.200,18107,0.000,0.00000,0,0.000,0,100,
14.250,18108,0.000,0.00000,0,0.000,0,100,
14.300,18109,0.000,0.00000,0,0.000,0,100,
14.350,18110,0.000,0.00000,0,0.000,0,100,
14.400,18111,0.000,0.00000,0,0.000,0,100,
14.450,18112,0.000,0.00000,0,0.000,0,100,
14.500,18113,0.000,0.00000,0,0.000,0,100,
14.550,18114,0.000,0.00000,0,0.000,0,100,
14.600,18115,0.000,0.00000,0,0.000,0,100,
14.650,18116,0.000,0.00000,0,0.000,0,100,
14.700,18117,0.000,0.00000,0,0.000,0,100,
14.750,18118,0.000,0.00000,0,0.000,0,100,
14.800,18119,0.000,0.00000,0,0.000,0,100,
14.850,18120,0.000,0.00000,0,0.000,0,100,
14.900,18121,0.000,0.00000,0,0.000,0,100,
14.950,18122,0.000,0.00000,0,0.000,0,100,
15.000,18123,0.000,0.00000,0,0.000,0,100,
15.050,18124,0.000,0.00000,0,0.000,0,100,
15.100,18125,0.000,0.00000,0,0.000,0,100,
15.150,18126,0.000,0.00000,0,0.000,0,100,
15.200,18127,0.000,0.00000,0,0.000,0,100,
15.250,18128,0.000,0.00000,0,0.000,0,100,
15.300,18129,0.000,0.00000,0,0.000,0,100,
15.350,18130,0.000,0.00000,0,0.000,0,100,
15.400,18131,0.000,0.00000,0,0.000,0,100,
15.450,18132,0.000,0.00000,0,0.000,0,100,
15.500,18133,0.000,0.00000,0,0.000,0,100,
15.550,18134,0.000,0.00000,0,0.000,0,100,
15.600,18135,0.000,0.00000,0,0.000,0,100,
15.650,18136,0.000,0.00000,0,0.000,0,100,
15.700,18137,0.000,0.00000,0,0.000,0,100,
15.750,18138,0.000,0.00000,0,0.000,0,100,
15.800,18139,0.000,0.00000,0,0.000,0,100,
15.850,18140,0.000,0.00000,0,0.000,0,100,
15.900,18141,0.000,0.00000,0,0.000,0,100,
15.950,18142,0.000,0.00000,0,0.000,0,100,
16.000,18143,0.000,0.00000,0,0.000,0,100,
16.050,18144,0.000,0.00000,0,0.000,0,100,
16.100,18145,0.000,0.00000,0,0.000,0,100,
16.150,18146,0.000,0.00000,0,0.000,0,100,
16.200,18147,0.000,0.00000,0,0.000,0,100,
16.250,18148,0.000,0.00000,0,0.000,0,100,
16.300,18149,0.000,0.00000,0,0.000,0,100,
16.350,18150,0.000,0.00000,0,0.000,0,100,
16.400,18151,0.000,0.00000,0,0.000,0,100,
16.450,18152,0.000,0.00000,0,0.000,0,100,
16.500,18153,0.000,0.00000,0,0.000,0,100,
16.550,18154,0.000,0.00000,0,0.000,0,100,
16.600,18155,0.000,0.00000,0,0.000,0,100,
16.650,18156,0.000,0.00000,0,0.000,0,100,
16.700,18157,0.000,0.00000,0,0.000,0,100,
16.750,18158,0.000,0.00000,0,0.000,0,100,
16.800,18159,0.000,0.00000,0,0.000,0,100,
16.850,18160,0.000,0.00000,0,0.000,0,100,
16.900,18161,0.000,0.00000,0,0.000,0,100,
16.950,18162,0.000,0.00000,0,0.000,0,100,
17.000,18163,0.000,0.00000,0,0.000,0,100,
17.050,18164,0.000,0.00000,0,0.000,0,100,
17.100,18165,0.000,0.00000,0,0.000,0,100,
17.150,18166,0.000,0.00000,0,0.000,0,100,
17.200,18167,0.000,0.00000,0,0.000,0,100,
17.250,18168,0.000,0.00000,0,0.000,0,100,
17.300,18169,0.000,0.00000,0,0.000,0,100,
17.350,18170,0.000,0.00000,0,0.000,0,100,
17.400,18171,0.000,0.00000,0,0.000,0,100,
17.450,18172,0.000,0.00000,0,0.000,0,100,
17.500,18173,0.000,0.00000,0,0.000,0,100,
17.550,18174,0.000,0.00000,0,0.000,0,100,
17.600,18175,0.000,0.00000,0,0.000,0,100,
17.650,18176,0.000,0.00000,0,0.000,0,100,
17.700,18177,0.000,0.00000,0,0.000,0,100,
17.750,18178,0.000,0.00000,0,0.000,0,100,
17.800,18179,0.000,0.00000,0,0.000,0,100,
17.850,18180,0.000,0.00000,0,0.000,0,100,
17.900,18181,0.000,0.00000,0,0.000,0,100,
17.950,18182,0.000,0.00000,0,0.000,0,100,
18.000,18183,0.000,0.00000,0,0.000,0,100,
18.050,18184,0.000,0.00000,0,0.000,0,100,
18.100,18185,0.000,0.00000,0,0.000,0,100,
18.150,18186,0.000,0.00000,0,0.000,0,100,
18.200,18187,0.000,0.00000,0,0.000,0,100,
18.250,18188,0.000,0.00000,0,0.000,0,100,
18.300,18189,0.000,0.00000,0,0.000,0,100,
18.350,18190,0.000,0.00000,0,0.000,0,100,
18.400,18191,0.000,0.00000,0,0.000,0,100,
18.450,18192,0.000,0.00000,0,0.000,0,100,
18.500,18193,0.000,0.00000,0,0.000,0,100,
18.550,18194,0.000,0.00000,0,0.000,0,100,
18.600,18195,0.000,0.00000,0,0.000,0,100,
18.650,18196,0.000,0.00000,0,0.000,0,100,
18.700,18197,0.000,0.00000,0,0.000,0,100,
18.750,18198,0.000,0.00000,0,0.000,0,100,
18.800,18199,0.000,0.00000,0,0.000,0,100,
18.850,18200,0.000,0.00000,0,0.000,0,100,
18.900,18201,0.000,0.00000,0,0.000,0,100,
18.950,18202,0.000,0.00000,0,0.000,0,100,
19.000,18203,0.000,0.00000,0,0.000,0,100,
19.050,18204,0.000,0.00000,0,0.000,0,100,
19.100,18205,0.000,0.00000,0,0.000,0,100,
19.150,18206,0.000,0.00000,0,0.000,0,100,
19.200,18207,0.000,0.00000,0,0.000,0,100,
19.250,18208,0.000,0.00000,0,0.000,0,100,
19.300,18209,0.000,0.00000,0,0.000,0,100,
19.350,18210,0.000,0.00000,0,0.000,0,100,
19.400,18211,0.000,0.00000,0,0.000,0,100,
19.450,18212,0.000,0.00000,0,0.000,0,100,
19.500,18213,0.000,0.00000,0,0.000,0,100,
19.550,18214,0.000,0.00000,0,0.000,0,100,
19.600,18215,0.000,0.00000,0,0.000,0,100,
19.650,18216,0.000,0.00000,0,0.000,0,100,
19.700,18217,0.000,0.00000,0,0.000,0,100,
19.750,18218,0.000,0.00000,0,0.000,0,100,
19.800,18219,0.000,0.00000,0,0.000,0,100,
19.850,18220,0.000,0.00000,0,0.000,0,100,
19.900,18221,0.000,0.00000,0,0.000,0,100,
19.950,18222,0.000,0.00000,0,0.000,0,100,
20.000,18223,0.000,0.00000,0,0.000,0,100,
20.050,18224,0.000,0.00000,0,0.000,0,100,
20.100,18225,0.000,0.00000,0,0.000,0,100,
20.150,18226,0.000,0.00000,0,0.000,0,100,
20.200,18227,0.000,0.00000,0,0.000,0,100,
20.250,18228,0.000,0.00000,0,0.000,0,100,
20.300,18229,0.000,0.00000,0,0.000,0,100,
20.350,18230,0.000,0.00000,0,0.000,0,100,
20.400,18231,0.000,0.00000,0,0.000,0,100,
20.450,18232,0.000,0.00000,0,0.000,0,100,
20.500,18233,0.000,0.00000,0,0.000,0,100,
20.550,18234,0.000,0.00000,0,0.000,0,100,
20.600,18235,0.000,0.00000,0,0.000,0,100,
20.650,18236,0.000,0.00000,0,0.000,0,100,
20.700,18237,0.000,0.00000,0,0.000,0,100,
20.750,18238,0.000,0.00000,0,0.000,0,100,
20.800,18239,0.000,0.00000,0,0.000,0,100,
20.850,18240,0.000,0.00000,0,0.000,0,100,
20.900,18241,0.000,0.00000,0,0.000,0,100,
20.950,18242,0.000,0.00000,0,0.000,0,100,
21.000,18243,0.000,0.00000,0,0.000,0,100,
21.050,18244,0.000,0.00000,0,0.000,0,100,
21.100,18245,0.000,0.00000,0,0.000,0,100,
21.150,18246,0.000,0.00000,0,0.000,0,100,
21.200,18247,0.000,0.00000,0,0.000,0,100,
21.250,18248,0.000,0.00000,0,0.000,0,100,
21.300,18249,0.000,0.00000,0,0.000,0,100,
21.350,18250,0.000,0.00000,0,0.000,0,100,
21.400,18251,0.000,0.00000,0,0.000,0,100,
21.450,18252,0.000,0.00000,0,0.000,0,100,
21.500,18253,0.000,0.00000,0,0.000,0,100,
21.550,18254,0.000,0.00000,0,0.000,0,100,
21.600,18255,0.000,0.00000,0,0.000,0,100,
21.650,18256,0.000,0.00000,0,0.000,0,100,
21.700,18257,0.000,0.00000,0,0.000,0,100,
21.750,18258,0.000,0.00000,0,0.000,0,100,
21.800,18259,0.000,0.00000,0,0.000,0,100,
21.850,18260,0.000,0.00000,0,0.000,0,100,
21.900,18261,0.000,0.00000,0,0.000,0,100,
21.950,18262,0.000,0.00000,0,0.000,0,100,
22.000,18263,0.000,0.00000,0,0.000,0,100,
22.050,18264,0.000,0.00000,0,0.000,0,100,
22.100,18265,0.000,0.00000,0,0.000,0,100,
22.150,18266,0.000,0.00000,0,0.000,0,100,
22.200,18267,0.000,0.00000,0,0.000,0,100,
22.250,18268,0.000,0.00000,0,0.000,0,100,
22.300,18269,0.000,0.00000,0,0.000,0,100,
22.350,18270,0.000,0.00000,0,0.000,0,100,
22.400,18271,0.000,0.00000,0,0.000,0,100,
22.450,18272,0.000,0.00000,0,0.000,0,100,
22.500,18273,0.000,0.00000,0,0.000,0,100,
22.550,18274,0.000,0.00000,0,0.000,0,100,
22.600,18275,0.000,0.00000,0,0.000,0,100,
22.650,18276,0.000,0.00000,0,0.000,0,100,
22.700,18277,0.000,0.00000,0,0.000,0,100,
22.750,18278,0.000,0.00000,0,0.000,0,100,
22.800,18279,0.000,0.00000,0,0.000,0,100,
22.850,18280,0.000,0.00000,0,0.000,0,100,
22.900,18281,0.000,0.00000,0,0.000,0,100,
22.950,18282,0.000,0.00000,0,0.000,0,100,
23.000,18283,0.000,0.00000,0,0.000,0,100,
23.050,18284,0.000,0.00000,0,0.000,0,100,
23.100,18285,0.000,0.00000,0,0.000,0,100,
23.150,18286,0.000,0.00000,0,0.000,0,100,
23.200,18287,0.000,0.00000,0,0.000,0,100,
23.250,18288,0.000,0.00000,0,0.000,0,100,
23.300,18289,0.000,0.00000,0,0.000,0,100,
23.350,18290,0.000,0.00000,0,0.000,0,100,
23.400,18291,0.000,0.00000,0,0.000,0,100,
23.450,18292,0.000,0.00000,0,0.000,0,100,
23.500,18293,0.000,0.00000,0,0.000,0,100,
23.550,18294,0.000,0.00000,0,0.000,0,100,
23.600,18295,0.000,0.00000,0,0.000,0,100,
23.650,18296,0.000,0.00000,0,0.000,0,100,
23.700,18297,0.099,0.00000,0,0.000,0,101,
23.750,18298,0.240,0.00000,0,0.000,0,104,
23.800,18299,0.501,0.00000,0,0.000,0,110,
23.850,18300,0.705,0.00000,0,0.000,0,114,
23.900,18301,0.980,0.00000,0,0.000,0,119,
23.950,18302,1.213,0.00000,0,0.000,0,124,
24.000,18303,1.531,0.00000,0,0.000,0,130,
24.050,18304,1.798,0.00000,0,0.000,0,135,
24.100,18305,2.117,0.00000,0,0.000,0,142,
24.150,18306,2.392,0.00000,0,0.000,0,147,
24.200,18307,2.671,0.00000,0,0.000,0,153,
24.250,18308,2.960,0.00000,0,0.000,0,159,
24.300,18309,3.275,0.00000,0,0.000,0,165,
24.350,18310,3.580,0.00000,0,0.000,0,171,
24.400,18311,3.877,0.00000,0,0.000,0,177,
24.450,18312,4.163,0.00000,0,0.000,0,183,
24.500,18313,4.424,0.00000,0,0.000,0,188,
24.550,18314,4.597,0.00000,0,0.000,0,191,
24.600,18315,4.623,0.00000,0,0.000,0,192,
24.650,18316,4.523,0.00000,0,0.000,0,190,
24.700,18317,4.371,0.00000,0,0.000,0,187,
24.750,18318,4.236,0.00000,0,0.000,0,184,
24.800,18319,4.142,0.00000,0,0.000,0,182,
24.850,18320,4.071,0.00000,0,0.000,0,181,
24.900,18321,4.024,0.00000,0,0.000,0,180,
24.950,18322,4.022,0.00000,0,0.000,0,180,
25.000,18323,4.114,0.00000,0,0.000,0,182,
25.050,18324,4.292,0.00000,0,0.000,0,185,
25.100,18325,4.510,0.00000,0,0.000,0,190,
25.150,18326,4.749,0.00000,0,0.000,0,194,
25.200,18327,4.999,0.00000,0,0.000,0,199,
25.250,18328,5.256,0.00000,0,0.000,0,205,
25.300,18329,5.360,0.00000,0,0.000,0,207,
25.350,18330,5.449,0.00000,0,0.000,0,208,
25.400,18331,5.549,0.00000,0,0.000,0,210,
25.450,18332,5.741,0.00000,0,0.000,0,214,
25.500,18333,5.925,0.00000,0,0.000,0,218,
25.550,18334,6.179,0.00000,0,0.000,0,223,
25.600,18335,6.409,0.00000,0,0.000,0,228,
25.650,18336,6.745,0.00000,0,0.000,0,234,
25.700,18337,6.960,0.00000,0,0.000,0,239,
25.750,18338,7.239,0.00000,0,0.000,0,244,
25.800,18339,7.484,0.00000,0,0.000,0,249,
25.850,18340,7.775,0.00000,0,0.000,0,255,
25.900,18341,8.012,0.00000,0,0.000,0,260,
25.950,18342,8.262,0.00000,0,0.000,0,265,
26.000,18343,8.394,0.00000,0,0.000,0,267,
26.050,18344,8.452,0.00000,0,0.000,0,269,
26.100,18345,8.396,0.00000,0,0.000,0,267,
26.150,18346,8.304,0.00000,0,0.000,0,266,
26.200,18347,8.161,0.00000,0,0.000,0,263,
26.250,18348,8.056,0.00000,0,0.000,0,261,
26.300,18349,7.946,0.00000,0,0.000,0,258,
26.350,18350,7.876,0.00000,0,0.000,0,257,
26.400,18351,7.842,0.00000,0,0.000,0,256,
26.450,18352,7.891,0.00000,0,0.000,0,257,
26.500,18353,7.942,0.00000,0,0.000,0,258,
26.550,18354,8.017,0.00000,0,0.000,0,260,
26.600,18355,8.076,0.00000,0,0.000,0,261,
26.650,18356,8.152,0.00000,0,0.000,0,263,
26.700,18357,8.146,0.00000,0,0.000,0,262,
26.750,18358,8.162,0.00000,0,0.000,0,263,
26.800,18359,8.132,0.00000,0,0.000,0,262,
26.850,18360,8.123,0.00000,0,0.000,0,262,
26.900,18361,8.054,0.00000,0,0.000,0,261,
26.950,18362,8.035,0.00000,0,0.000,0,260,
27.000,18363,8.001,0.00000,0,0.000,0,260,
27.050,18364,7.988,0.00000,0,0.000,0,259,
27.100,18365,7.981,0.00000,0,0.000,0,259,
27.150,18366,8.024,0.00000,0,0.000,0,260,
27.200,18367,8.017,0.00000,0,0.000,0,260,
27.250,18368,8.060,0.00000,0,0.000,0,261,
27.300,18369,8.074,0.00000,0,0.000,0,261,
27.350,18370,8.112,0.00000,0,0.000,0,262,
27.400,18371,8.084,0.00000,0,0.000,0,261,
27.450,18372,8.093,0.00000,0,0.000,0,261,
27.500,18373,8.072,0.00000,0,0.000,0,261,
27.550,18374,8.053,0.00000,0,0.000,0,261,
27.600,18375,8.030,0.00000,0,0.000,0,260,
27.650,18376,8.048,0.00000,0,0.000,0,260,
27.700,18377,8.039,0.00000,0,0.000,0,260,
27.750,18378,8.039,0.00000,0,0.000,0,260,
27.800,18379,8.032,0.00000,0,0.000,0,260,
27.850,18380,8.063,0.00000,0,0.000,0,261,
27.900,18381,8.038,0.00000,0,0.000,0,260,
27.950,18382,8.061,0.00000,0,0.000,0,261,
28.000,18383,8.058,0.00000,0,0.000,0,261,
28.050,18384,8.087,0.00000,0,0.000,0,261,
28.100,18385,8.055,0.00000,0,0.000,0,261,
28.150,18386,8.067,0.00000,0,0.000,0,261,
28.200,18387,8.054,0.00000,0,0.000,0,261,
28.250,18388,8.045,0.00000,0,0.000,0,260,
28.300,18389,8.031,0.00000,0,0.000,0,260,
28.350,18390,8.058,0.00000,0,0.000,0,261,
28.400,18391,8.032,0.00000,0,0.000,0,260,
28.450,18392,8.056,0.00000,0,0.000,0,261,
28.500,18393,8.054,0.00000,0,0.000,0,261,
28.550,18394,8.084,0.00000,0,0.000,0,261,
28.600,18395,8.049,0.00000,0,0.000,0,260,
28.650,18396,8.057,0.00000,0,0.000,0,261,
28.700,18397,8.047,0.00000,0,0.000,0,260,
28.750,18398,8.073,0.00000,0,0.000,0,261,
28.800,18399,8.065,0.00000,0,0.000,0,261,
28.850,18400,8.088,0.00000,0,0.000,0,261,
28.900,18401,8.072,0.00000,0,0.000,0,261,
28.950,18402,8.088,0.00000,0,0.000,0,261,
29.000,18403,8.066,0.00000,0,0.000,0,261,
29.050,18404,8.078,0.00000,0,0.000,0,261,
29.100,18405,8.052,0.00000,0,0.000,0,261,
29.150,18406,8.064,0.00000,0,0.000,0,261,
29.200,18407,8.046,0.00000,0,0.000,0,260,
29.250,18408,8.064,0.00000,0,0.000,0,261,
29.300,18409,8.050,0.00000,0,0.000,0,261,
29.350,18410,8.071,0.00000,0,0.000,0,261,
29.400,18411,8.058,0.00000,0,0.000,0,261,
29.450,18412,8.077,0.00000,0,0.000,0,261,
29.500,18413,8.062,0.00000,0,0.000,0,261,
29.550,18414,8.079,0.00000,0,0.000,0,261,
29.600,18415,8.061,0.00000,0,0.000,0,261,
29.650,18416,8.077,0.00000,0,0.000,0,261,
29.700,18417,8.058,0.00000,0,0.000,0,261,
29.750,18418,8.058,0.00000,0,0.000,0,261,
29.800,18419,8.038,0.00000,0,0.000,0,260,
29.850,18420,8.057,0.00000,0,0.000,0,261,
29.900,18421,8.047,0.00000,0,0.000,0,260,
29.950,18422,8.071,0.00000,0,0.000,0,261,
30.000,18423,8.061,0.00000,0,0.000,0,261,
30.050,18424,8.083,0.00000,0,0.000,0,261,
30.100,18425,8.068,0.00000,0,0.000,0,261,
30.150,18426,8.084,0.00000,0,0.000,0,261,
30.200,18427,8.065,0.00000,0,0.000,0,261,
30.250,18428,8.078,0.00000,0,0.000,0,261,
30.300,18429,8.057,0.00000,0,0.000,0,261,
30.350,18430,8.070,0.00000,0,0.000,0,261,
30.400,18431,8.042,0.00000,0,0.000,0,260,
30.450,18432,8.055,0.00000,0,0.000,0,261,
30.500,18433,8.041,0.00000,0,0.000,0,260,
30.550,18434,8.064,0.00000,0,0.000,0,261,
30.600,18435,8.054,0.00000,0,0.000,0,261,
30.650,18436,8.078,0.00000,0,0.000,0,261,
30.700,18437,8.065,0.00000,0,0.000,0,261,
30.750,18438,8.069,0.00000,0,0.000,0,261,
30.800,18439,8.051,0.00000,0,0.000,0,261,
30.850,18440,8.069,0.00000,0,0.000,0,261,
30.900,18441,8.055,0.00000,0,0.000,0,261,
30.950,18442,8.074,0.00000,0,0.000,0,261,
31.000,18443,8.060,0.00000,0,0.000,0,261,
31.050,18444,8.062,0.00000,0,0.000,0,261,
31.100,18445,8.044,0.00000,0,0.000,0,260,
31.150,18446,8.064,0.00000,0,0.000,0,261,
31.200,18447,8.053,0.00000,0,0.000,0,261,
31.250,18448,8.075,0.00000,0,0.000,0,261,
31.300,18449,8.063,0.00000,0,0.000,0,261,
31.350,18450,8.066,0.00000,0,0.000,0,261,
31.400,18451,8.049,0.00000,0,0.000,0,260,
31.450,18452,8.068,0.00000,0,0.000,0,261,
31.500,18453,8.055,0.00000,0,0.000,0,261,
31.550,18454,8.076,0.00000,0,0.000,0,261,
31.600,18455,8.062,0.00000,0,0.000,0,261,
31.650,18456,8.080,0.00000,0,0.000,0,261,
31.700,18457,8.051,0.00000,0,0.000,0,261,
31.750,18458,8.062,0.00000,0,0.000,0,261,
31.800,18459,8.046,0.00000,0,0.000,0,260,
31.850,18460,8.067,0.00000,0,0.000,0,261,
31.900,18461,8.054,0.00000,0,0.000,0,261,
31.950,18462,8.076,0.00000,0,0.000,0,261,
32.000,18463,8.050,0.00000,0,0.000,0,260,
32.050,18464,8.064,0.00000,0,0.000,0,261,
32.100,18465,8.051,0.00000,0,0.000,0,261,
32.150,18466,8.072,0.00000,0,0.000,0,261,
32.200,18467,8.060,0.00000,0,0.000,0,261,
32.250,18468,8.080,0.00000,0,0.000,0,261,
32.300,18469,8.064,0.00000,0,0.000,0,261,
32.350,18470,8.065,0.00000,0,0.000,0,261,
32.400,18471,8.045,0.00000,0,0.000,0,260,
32.450,18472,8.063,0.00000,0,0.000,0,261,
32.500,18473,8.051,0.00000,0,0.000,0,261,
32.550,18474,8.072,0.00000,0,0.000,0,261,
32.600,18475,8.060,0.00000,0,0.000,0,261,
32.650,18476,8.063,0.00000,0,0.000,0,261,
32.700,18477,8.047,0.00000,0,0.000,0,260,
32.750,18478,8.068,0.00000,0,0.000,0,261,
32.800,18479,8.056,0.00000,0,0.000,0,261,
32.850,18480,8.077,0.00000,0,0.000,0,261,
32.900,18481,8.063,0.00000,0,0.000,0,261,
32.950,18482,8.082,0.00000,0,0.000,0,261,
33.000,18483,8.052,0.00000,0,0.000,0,261,
33.050,18484,8.062,0.00000,0,0.000,0,261,
33.100,18485,8.046,0.00000,0,0.000,0,260,
33.150,18486,8.066,0.00000,0,0.000,0,261,
33.200,18487,8.054,0.00000,0,0.000,0,261,
33.250,18488,8.075,0.00000,0,0.000,0,261,
33.300,18489,8.049,0.00000,0,0.000,0,260,
33.350,18490,8.064,0.00000,0,0.000,0,261,
