time_sec,frame,speed_mps,obstacle_ratio,override,brake,collision,roi_lookahead_px,min_obstacle_dist_px
5.550,17934,8.065,0.00000,0,0.000,0,261,
5.600,17935,8.064,0.00000,0,0.000,0,261,
5.650,17936,8.063,0.00000,0,0.000,0,261,
5.700,17937,8.063,0.00000,0,0.000,0,261,
5.750,17938,8.063,0.00000,0,0.000,0,261,
5.800,17939,8.064,0.00000,0,0.000,0,261,
5.850,17940,8.065,0.00000,0,0.000,0,261,
5.900,17941,8.065,0.00000,0,0.000,0,261,
5.950,17942,8.066,0.00000,0,0.000,0,261,
6.000,17943,8.066,0.00000,0,0.000,0,261,
6.050,17944,8.066,0.00000,0,0.000,0,261,
6.100,17945,8.066,0.00000,0,0.000,0,261,
6.150,17946,8.066,0.00000,0,0.000,0,261,
6.200,17947,8.065,0.00000,0,0.000,0,261,
6.250,17948,8.065,0.00000,0,0.000,0,261,
6.300,17949,8.065,0.00000,0,0.000,0,261,
6.350,17950,8.065,0.00000,0,0.000,0,261,
6.400,17951,8.065,0.00000,0,0.000,0,261,
6.450,17952,8.065,0.00000,0,0.000,0,261,
6.500,17953,8.065,0.00000,0,0.000,0,261,
6.550,17954,8.065,0.00000,0,0.000,0,261,
6.600,17955,8.065,0.00000,0,0.000,0,261,
6.650,17956,8.065,0.00000,0,0.000,0,261,
6.700,17957,8.065,0.00000,0,0.000,0,261,
6.750,17958,8.065,0.00000,0,0.000,0,261,
6.800,17959,8.065,0.00000,0,0.000,0,261,
6.850,17960,8.065,0.00000,0,0.000,0,261,
6.900,17961,8.065,0.00000,0,0.000,0,261,
6.950,17962,8.065,0.00000,0,0.000,0,261,
7.000,17963,8.065,0.00000,0,0.000,0,261,
7.050,17964,8.065,0.00000,0,0.000,0,261,
7.100,17965,8.065,0.00000,0,0.000,0,261,
7.150,17966,8.065,0.00000,0,0.000,0,261,
7.200,17967,8.065,0.00000,0,0.000,0,261,
7.250,17968,8.065,0.00000,0,0.000,0,261,
7.300,17969,8.062,0.00000,0,0.000,0,261,
7.350,17970,8.047,0.00000,0,0.000,0,260,
7.400,17971,8.016,0.00000,0,0.000,0,260,
7.450,17972,7.965,0.00000,0,0.000,0,259,
7.500,17973,7.899,0.00000,0,0.000,0,257,
7.550,17974,7.823,0.00000,0,0.000,0,256,
